address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"One Baxter Parkway,Deerfield, IL 60015,United States",,1962,Mr. JosÃ© E. Almeida,2.12M,"Chairman, Pres & CEO",1973,Mr. James K. Saccaro,835.03k,Exec. VP & CFO,1963,Mr. Sean B. W. Martin,1.33M,Sr. VP & Gen. Counsel,The pillar scores are Audit: 10; Board: 9; Shareholder Rights: 5; Compensation: 6.,Medical Instruments & Supplies,Baxter International Inc. (BAX),Healthcare
"1 Becton Drive,Franklin Lakes, NJ 07417-1880,United States","70,000",1953,Mr. Vincent A. Forlenza,2.51M,Exec. Chairman,1973,Mr. Thomas E. Polen Jr.,2.11M,"Pres, CEO & Director",1957,Mr. Christopher R. Reidy,1.4M,"Exec. VP, CFO & Chief Admin. Officer",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 10; Compensation: 7.,Medical Instruments & Supplies,"Becton, Dickinson and Company (BDX)",Healthcare
"7601 Penn Avenue South,Richfield, MN 55423,United States","125,000",1975,Ms. Corie Sue Barry,2.96M,CEO & Director,1968,Mr. R. Michael Mohan,2.69M,Pres & COO,1959,Mr. Hubert  Joly,2.47M,Consultant,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 1; Compensation: 3.,Specialty Retail,"Best Buy Co., Inc. (BBY)",Consumer Cyclical
"1000 Alfred Nobel Drive,Hercules, CA 94547,United States",,1950,Mr. Norman D. Schwartz,2.12M,"Chairman, CEO & Pres",1966,Mr. Ilan  Daskal,754.23k,Exec. VP & CFO,1960,Dr. Andrew J. Last,825.67k,Exec. VP & COO,The pillar scores are Audit: 3; Board: 10; Shareholder Rights: 10; Compensation: 8.,Medical Devices,"Bio-Rad Laboratories, Inc. (BIO)",Healthcare
"225 Binney Street,Cambridge, MA 02142,United States","9,100",1962,Mr. Michel  Vounatsos,5.72M,CEO & Director,1957,Ms. Susan H. Alexander,1.99M,"Exec. VP, Chief Legal Officer & Sec.",1958,Dr. Alfred W. Sandrock Jr.,1.87M,Exec. VP of R&D,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 2; Compensation: 9.,Drug Manufacturers—General,Biogen Inc. (BIIB),Healthcare
"55 East 52nd Street,New York, NY 10055,United States",,1952,Mr. Laurence Douglas Fink,9.56M,Chairman & CEO,1956,Mr. Robert Steven Kapito,7.76M,Pres & Director,1963,Mr. Gary Stephen Shedlin,2.99M,Sr. MD & CFO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 5; Compensation: 6.,Asset Management,"BlackRock, Inc. (BLK)",Financial Services
"100 North Riverside Plaza,Chicago, IL 60606-1596,United States","141,000",1958,Mr. David L. Calhoun,221.28k,"Pres, CEO & Director",1967,Mr. Gregory D. Smith,1.67M,CFO & Exec. VP of Enterprise Operations,1962,Mr. Timothy J. Keating,1.03M,Exec. VP of Gov. Operations,The pillar scores are Audit: 5; Board: 10; Shareholder Rights: 4; Compensation: 8.,Aerospace & Defense,The Boeing Company (BA),Industrials
"800 Connecticut Avenue,Norwalk, CT 06854,United States","23,000",1962,Mr. Glenn D. Fogel,767.92k,"Pres, CEO & Director",1960,Mr. David I. Goulden,608.74k,Exec. VP & CFO,1970,Mr. Peter J. Millones Jr.,538.79k,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 6.,Travel Services,Booking Holdings Inc. (BKNG),Consumer Cyclical
"3850 Hamlin Road,Auburn Hills, MI 48326,United States","48,000",1967,Mr. Frederic B. Lissalde,4.44M,"Pres, CEO & Director",1972,Mr. Kevin A. Nowlan,2.05M,Exec. VP & CFO,1968,Ms. Tonit M. Calaway,1.64M,"Exec. VP, Chief Admin. Officer, Gen. Counsel & Sec.",The pillar scores are Audit: 5; Board: 1; Shareholder Rights: 1; Compensation: 1.,Auto Parts,BorgWarner Inc. (BWA),Consumer Cyclical
"Prudential Center,800 Boylston Street Suite 1900,Boston, MA 02199,United States",,1962,Mr. Owen David Thomas,,CEO & Director,1964,Mr. Douglas T. Linde,,Pres & Director,1964,Mr. Michael E. LaBelle,,"Exec. VP, Treasurer & CFO",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 8.,REIT—Office,"Boston Properties, Inc. (BXP)",Real Estate
"430 East 29th Street,14th Floor,New York, NY 10016,United States","30,250",1965,Dr. Giovanni  Caforio,6.22M,Chairman & CEO,1968,Mr. David V. Elkins,3.62M,Exec. VP & CFO,1961,Ms. Sandra  Leung Esq.,2.92M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 5; Compensation: 5.,Drug Manufacturers—General,Bristol-Myers Squibb Company (BMY),Healthcare
"1320 Ridder Park Drive,San Jose, CA 95131-2313,United States","21,000",1952,Mr. Hock E. Tan,2.37M,"CEO, Pres & Exec. Director",1971,Dr. Charlie B. Kawwas,856.75k,Chief Operating Officer,1968,Mr. Mark D. Brazeal,752.24k,Chief Legal Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 2; Compensation: 10.,Semiconductors,Broadcom Inc. (AVGO),Technology
"5 Dakota Drive,Suite 300,Lake Success, NY 11042,United States","12,000",1953,Mr. Richard J. Daly,1.83M,Exec. Chairman,1962,Mr. Timothy C. Gokey,2.41M,CEO & Director,1962,Mr. Christopher J. Perry,1.84M,Pres,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 6; Compensation: 2.,Information Technology Services,"Broadridge Financial Solutions, Inc. (BR)",Technology
"14701 Charlson Road,Eden Prairie, MN 55347,United States","14,888",1976,Mr. Robert C. Biesterfeld Jr.,1.32M,"CEO, Pres & Director",1967,Mr. Michael Paul Zechmeister,577.57k,Chief Financial Officer,1968,Mr. Christopher J. O'Brien,643.77k,Chief Commercial Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 6.,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc. (CHRW)",Industrials
"Three Memorial City Plaza,Suite 1400 840 Gessner Road,Houston, TX 77024,United States",547,1954,Mr. Dan O. Dinges,3.39M,"Chairman, Pres & CEO",1963,Mr. Scott C. Schroeder,1.77M,Exec. VP & CFO,1960,Mr. Phillip L. Stalnaker,1.03M,Sr. VP of Operations,The pillar scores are Audit: 2; Board: 8; Shareholder Rights: 2; Compensation: 6.,Oil & Gas E&P,Cabot Oil & Gas Corporation (COG),Energy
"2655 Seely Avenue,Building 5,San Jose, CA 95134,United States","8,100",1959,Mr. Lip-Bu  Tan,1.87M,CEO & Director,1970,Mr. Anirudh  Devgan,1.42M,Pres,1971,Mr. John M. Wall,875.08k,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 3; Compensation: 7.,Software—Application,"Cadence Design Systems, Inc. (CDNS)",Technology
"1 Campbell Place,Camden, NJ 08103-1799,United States","14,500",1968,Mr. Mark A. Clouse,4.88M,"Pres, CEO & Director",1976,Mr. Mick J. Beekhuizen,2.39M,Exec. VP & CFO,1969,Mr. Adam G. Ciongoli,2.11M,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 9; Compensation: 3.,Packaged Foods,Campbell Soup Company (CPB),Consumer Defensive
"1680 Capital One Drive,McLean, VA 22102,United States","52,000",1951,Mr. Richard D. Fairbank,3.15M,"Founder, Chairman, CEO & Pres",1968,Mr. Richard Scott Blackley,2.77M,Chief Financial Officer,1957,Mr. Sanjiv  Yajnik,2.92M,Pres of Financial Services,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 6; Compensation: 10.,Credit Services,Capital One Financial Corporation (COF),Financial Services
"7000 Cardinal Place,Dublin, OH 43017,United States","48,000",1963,Mr. Michael C. Kaufmann,3.98M,CEO & Director,1973,Mr. Jason M. Hollar,2.04M,Chief Financial Officer,1969,Ms. Jessica L. Mayer,1.12M,Chief Legal & Compliance Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 2; Compensation: 9.,Medical Distribution,"Cardinal Health, Inc. (CAH)",Healthcare
"12800 Tuckahoe Creek Parkway,Richmond, VA 23238,United States","25,000",1969,Mr. William D. Nash,3.44M,"Pres, CEO & Director",1969,Mr. Enrique N. Mayor-Mora,749.7k,Sr. VP & CFO,1960,Mr. Edwin J. Hill,1.58M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 7.,Auto & Truck Dealerships,"CarMax, Inc. (KMX)",Consumer Cyclical
"3655 NW 87th Avenue,Miami, FL 33178-2428,United States","70,000",1950,Mr. Micky Meir Arison,1.1M,Exec. Chairman,1955,Mr. Arnold W. Donald,4.04M,"CEO, Pres & Director",1958,Mr. David  Bernstein,1.79M,CFO & Chief Accounting Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 1; Compensation: 9.,Travel Services,Carnival Corporation & plc (CCL),Consumer Cyclical
"13995 Pasteur Boulevard,Palm Beach Gardens, FL 33418,United States","56,000",1969,Mr. David L. Gitlin,2.55M,"CEO, Pres & Director",1970,Mr. Christopher John Nelson,1.04M,Pres of HVAC,1973,Mr. Jurgen  Timperman,1.06M,Pres of Fire & Security,The pillar scores are Audit: 0; Board: 0; Shareholder Rights: 0; Compensation: 0.,Building Products & Equipment,Carrier Global Corporation (CARR),Industrials
"14 Schoolhouse Road,Somerset, NJ 08873,United States","14,000",1964,Mr. John R. Chiminski,2.53M,Chairman & CEO,1972,Mr. Alessandro  Maselli,2.09M,Pres & COO,1972,Mr. Wetteny N. Joseph,988.4k,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 5.,Drug Manufacturers—Specialty & Generic,"Catalent, Inc. (CTLT)",Healthcare
"510 Lake Cook Road,Suite 100,Deerfield, IL 60015,United States",,1958,Mr. D. James Umpleby III,4.2M,Chairman & CEO,1963,Mr. Andrew R. J. Bonfield,2.03M,Chief Financial Officer,1966,Ms. Denise C. Johnson,1.89M,Group Pres of Resource Industries,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 4; Compensation: 5.,Farm & Heavy Construction Machinery,Caterpillar Inc. (CAT),Industrials
"400 South LaSalle Street,Chicago, IL 60605,United States",,1963,Mr. Edward T. Tilly,3.88M,"Chairman, Pres & CEO",1965,Mr. Brian Norman Schell,1.25M,"Exec. VP, CFO & Treasurer",1978,Mr. Christopher Andrew Isaacson,2.28M,Exec. VP & COO,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 6; Compensation: 6.,Financial Data & Stock Exchanges,"Cboe Global Markets, Inc. (CBOE)",Financial Services
"400 South Hope Street,25th Floor,Los Angeles, CA 90071,United States","100,000",1956,Mr. Robert E. Sulentic,3.42M,"Pres, CEO & Director",1981,Ms. Leah C. Stearns,2.66M,Chief Financial Officer,1956,Mr. William F. Concannon,1.95M,Global Group Pres of Clients and Bus. Partner,The pillar scores are Audit: 5; Board: 1; Shareholder Rights: 3; Compensation: 3.,Real Estate Services,"CBRE Group, Inc. (CBRE)",Real Estate
"75 Tri-State International,Lincolnshire, IL 60069,United States","9,980",1965,Ms. Christine A. Leahy,2.68M,"Pres, CEO & Director",1967,Mr. Collin B. Kebo,1.48M,Sr. VP & CFO,1968,Ms. Christina M. Corley,1.58M,Chief Commercial & Operating Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 8; Compensation: 6.,Information Technology Services,CDW Corporation (CDW),Technology
"222 West Las Colinas Boulevard,Suite 900N,Irving, TX 75039,United States","7,700",1963,Ms. Lori J. Ryerkerk,1.03M,"Chairman, Pres & CEO",1977,Mr. Scott A. Richardson,875.67k,Exec. VP & CFO,1963,Ms. A. Lynne Puckett,1.06M,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 7; Compensation: 3.,Chemicals,Celanese Corporation (CE),Basic Materials
"Centene Plaza,7700 Forsyth Boulevard,St. Louis, MO 63105,United States","71,300",1943,Mr. Michael Frederic Neidorff,9.06M,"Chairman, Pres & CEO",1976,"Mr. Jeffrey Alan Schwaneke CPA, CPA",3.52M,"Exec. VP, CFO & Treasurer",1973,Ms. Brandy Lynn Burkhalter,2.72M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 9.,Healthcare Plans,Centene Corporation (CNC),Healthcare
"1111 Louisiana Street,Houston, TX 77002,United States","14,262",1950,Mr. Milton  Carroll,754.3k,Exec. Chairman,1972,Mr. Scott Edward Doyle,838.55k,Exec. VP of Natural Gas,1954,Mr. David John Lesar CPA,,"Pres, CEO & Director",The pillar scores are Audit: 2; Board: 8; Shareholder Rights: 7; Compensation: 10.,Utilities—Regulated Gas,"CenterPoint Energy, Inc. (CNP)",Utilities
"2800 Rockcreek Parkway,North Kansas City, MO 64117-2551,United States",,1957,Mr. David Brent Shafer,2.32M,Chairman & CEO,1972,Mr. Donald D. Trigg,1.36M,Pres,1955,Mr. Marc G. Naughton,1.45M,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 8; Compensation: 3.,Health Information Services,Cerner Corporation (CERN),Healthcare
"4 Parkway North,Suite 400,Deerfield, IL 60015,United States","3,000",1966,Mr. W. Anthony Will,3.9M,"Pres, CEO & Director",1968,Mr. Christopher D. Bohn,1.36M,Sr. VP & CFO,1959,Mr. Douglas C. Barnard,1.3M,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 8.,Agricultural Inputs,"CF Industries Holdings, Inc. (CF)",Basic Materials
"211 Main Street,San Francisco, CA 94105,United States","32,000",1961,Mr. Walter William Bettinger II,6.1M,"Pres, CEO & Director",1969,Mr. Peter Brooks Crawford,1.42M,Exec. VP & CFO,1963,"Mr. Joseph Raymond Martinetto B.A., M.B.A.",2.16M,Sr. EVP & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 9; Compensation: 8.,Capital Markets,The Charles Schwab Corporation (SCHW),Financial Services
"400 Atlantic Street,Stamford, CT 06901,United States","96,100",1954,Mr. Thomas M. Rutledge,8.54M,Chairman & CEO,1950,Mr. John  Bickham,4.85M,Pres & COO,1976,Mr. Christopher L. Winfrey,2.47M,Chief Financial Officer,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 6; Compensation: 7.,Entertainment,"Charter Communications, Inc. (CHTR)",Communication Services
"6001 Bollinger Canyon Road,San Ramon, CA 94583-2324,United States",,1961,Mr. Michael K. Wirth,4.27M,Chairman & CEO,1964,Mr. Pierre R. Breber,2.13M,VP & CFO,1963,Mr. Mark A. Nelson,1.91M,Exec. VP of Downstream & Chemicals,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 1; Compensation: 4.,Oil & Gas Integrated,Chevron Corporation (CVX),Energy
"610 Newport Center Drive,Suite 1300,Newport Beach, CA 92660,United States","88,000",1974,Mr. Brian R. Niccol,7.64M,Chairman & CEO,1957,Mr. John R. Hartung,3.56M,Chief Financial Officer,1970,Mr. Curtis E. Garner III,1.87M,Chief Technology Officer,The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 4; Compensation: 5.,Restaurants,"Chipotle Mexican Grill, Inc. (CMG)",Consumer Cyclical
"Baerengasse 32,Zurich 8001,Switzerland","31,000",1955,Mr. Evan G. Greenberg,9.37M,Chairman & CEO,1966,Mr. John Joseph Lupica,3.51M,"Vice Chairman, Pres of North America Insurance Operations",1965,Mr. John W. Keogh,4.24M,Pres & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 6.,Insurance—Property & Casualty,Chubb Limited (CB),Financial Services
"Princeton South Corporate Center,500 Charles Ewing Boulevard,Ewing, NJ 08628,United States",,1956,Mr. Matthew Thomas Farrell,3.36M,"Pres, CEO & Chairman",1980,Mr. Richard A. Dierker,1.44M,CFO & Exec. VP,1960,"Mr. Patrick D. de Maynadier Esq., J.D.",979.68k,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 9; Compensation: 5.,Household & Personal Products,"Church & Dwight Co., Inc. (CHD)",Consumer Defensive
"900 Cottage Grove Road,Bloomfield, CT 06002,United States","70,000",1965,Mr. David Michael Cordani,5.33M,"Pres, CEO & Director",1971,Ms. Nicole Susan Jones,1.74M,Exec. VP & Gen. Counsel,1962,Mr. Matthew Glenn Manders,2.07M,Pres of Gov. & Solutions,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 5; Compensation: 5.,Healthcare Plans,Cigna Corporation (CI),Healthcare
"6200 South Gilmore Road,Fairfield, OH 45014-5141,United States",,1960,"Mr. Steven Justus Johnston C.F.A., FCAS, MAAA, CFA, CERA",3.5M,"Chairman, Pres & CEO",1964,"Mr. Michael James Sewell CPA, CPA",2.12M,"CFO, Principal Accounting Officer, Sr. VP & Treasurer",1960,"Mr. Martin Francis Hollenbeck C.P.C.U., CFA, C.F.A., CPCU",1.77M,"Chief Investment Officer, Sr. VP, Assistant Sec. & Assistant Treasurer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 8; Compensation: 3.,Insurance—Property & Casualty,Cincinnati Financial Corporation (CINF),Financial Services
"6800 Cintas Boulevard,PO Box 625737,Cincinnati, OH 45262,United States","40,000",1959,Mr. Scott D. Farmer,1.88M,Chairman & CEO,1968,Mr. J. Michael Hansen,698.2k,CFO & Exec. VP,1968,Mr. Todd M. Schneider,809.63k,COO & Exec. VP,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 9; Compensation: 7.,Specialty Business Services,Cintas Corporation (CTAS),Industrials
"170 West Tasman Drive,San Jose, CA 95134,United States","77,500",1966,Mr. Charles H. Robbins,3.95M,Chairman & CEO,1957,Ms. Geraldine T. Elliott,1.74M,Exec. VP and Chief Sales & Marketing Officer,1958,Ms. Maria  Martinez,1.47M,Exec. VP & Chief Customer Experience Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 3.,Communication Equipment,"Cisco Systems, Inc. (CSCO)",Technology
"388 Greenwich Street,New York, NY 10013,United States","210,000",1960,Mr. Michael L. Corbat,8.27M,CEO & Exec. Director,1968,Ms. Jane Nind Fraser Ph.D.,5.32M,Pres & Director,1970,Mr. Mark A.L. Mason,6.09M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 1; Compensation: 4.,Banks—Diversified,Citigroup Inc. (C),Financial Services
"One Citizens Plaza,Providence, RI 02903,United States","17,584",1957,Mr. Bruce Winfield Van Saun,,CEO & Chairman,1964,Mr. John F. Woods,1.67M,Vice Chairman & CFO,1962,Mr. Donald H. McCree III,1.7M,Vice Chairman & Head of Commercial Banking Division,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 8; Compensation: 7.,Banks—Regional,"Citizens Financial Group, Inc. (CFG)",Financial Services
"851 West Cypress Creek Road,Fort Lauderdale, FL 33309,United States","9,000",1968,Mr. David James Henshall,3.03M,"CEO, Pres & Director",1970,Mr. Arlen R. Shenkman,832.83k,Exec. VP & CFO,1974,Ms. Jessica  Soisson,763.62k,"VP, Chief Accounting Officer & Corp. Controller",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 7.,Software—Application,"Citrix Systems, Inc. (CTXS)",Technology
"1221 Broadway,Oakland, CA 94612-1888,United States","8,800",1964,Mr. Benno O. Dorer,5.36M,Exec. Chairman,1978,Ms. Linda  Rendle,2.2M,CEO & Director,1966,Mr. Kevin B. Jacobsen,1.78M,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 7; Compensation: 6.,Household & Personal Products,The Clorox Company (CLX),Consumer Defensive
"20 South Wacker Drive,Chicago, IL 60606,United States",,1958,Mr. Terrence A. Duffy,5.28M,Chairman & CEO,1964,"Mr. John William Pietrowicz M.B.A., CPA",1.41M,Chief Financial Officer,1969,Ms. Julie  Holzrichter,1.26M,Sr. MD & COO,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 10; Compensation: 7.,Financial Data & Stock Exchanges,CME Group Inc. (CME),Financial Services
"One Energy Plaza,Jackson, MI 49201,United States",,1975,Mr. Garrick J. Rochow,1.13M,"Pres, CEO & Director",1975,Mr. Rejji P. Hayes,1.4M,Exec. VP & CFO,1975,Mr. Brian F. Rich,947.46k,Sr. VP & Chief Customer Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 7; Compensation: 1.,Utilities—Regulated Electric,CMS Energy Corporation (CMS),Utilities
"One Coca-Cola Plaza,Atlanta, GA 30301,United States",,1965,Mr. James Robert B. Quincey,7.17M,Chairman & CEO,1955,Mr. Brian John Smith,3.08M,Pres & COO,1962,Mr. John  Murphy,4.33M,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 3; Compensation: 1.,Beverages—Non-Alcoholic,The Coca-Cola Company (KO),Consumer Defensive
"Glenpointe Centre West,500 Frank West Burr Boulevard,Teaneck, NJ 07666,United States","289,500",1974,Mr. Brian  Humphries,5.61M,CEO & Director,1967,Mr. Malcolm  Frank,935.95k,Exec. VP & Pres of Cognizant Digital Bus.,1963,Mr. Dharmendra Kumar Sinha,936.6k,Exec. VP & Pres of North America,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 2; Compensation: 3.,Information Technology Services,Cognizant Technology Solutions Corporation (CTSH),Technology
"300 Park Avenue,New York, NY 10022,United States",,1964,Mr. Noel R. Wallace,3.99M,"Chairman, CEO & Pres",1964,Ms. Jennifer M. Daniels,1.49M,Chief Legal Officer & Sec.,1965,Mr. Panagiotis  Tsourapas,1.58M,"Group Pres of Colgate-Latin America, Asia Pacific & Africa/Eurasia",The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 3; Compensation: 1.,Household & Personal Products,Colgate-Palmolive Company (CL),Consumer Defensive
"One Comcast Center,1701 John F. Kennedy Boulevard,Philadelphia, PA 19103-2838,United States","168,000",1960,Mr. Brian L. Roberts,18.13M,"Chairman, CEO & Pres",1966,Mr. Michael J. Cavanagh,11.49M,Chief Financial Officer,1958,Mr. David N. Watson,7.93M,Pres & CEO of Comcast Cable,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 10.,Entertainment,Comcast Corporation (CMCSA),Communication Services
